"District","Date","County","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Chester ISD",2020-09-20,"Angelina,Polk,Tyler",229906,201,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Big Sandy ISD",2020-09-20,"Gregg,Smith,Upshur,Wood",230901,666,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gilmer ISD",2020-09-20,"Camp,Gregg,Upshur",230902,2577,2236,0,0,2,1,0,2,1,5,1,32,13,14,11,26
"Ore City ISD",2020-09-20,"Harrison,Marion,Morris,Upshur",230903,917,815,0,0,0,3,0,0,3,1,3,3,7,0,5,9
"Union Hill ISD",2020-09-20,"Camp,Upshur,Wood",230904,321,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony ISD",2020-09-20,"Upshur,Wood",230905,1056,944,NA,NA,NA,NA,NA,NA,NA,1,0,1,3,0,5,0
"New Diana ISD",2020-09-20,"Gregg,Harrison,Upshur",230906,1196,1088,1,1,2,1,0,0,5,2,2,14,6,0,11,13
"Union Grove ISD",2020-09-20,"Gregg,Upshur",230908,733,639,0,0,1,0,0,1,0,0,0,16,6,1,9,12
"Mccamey ISD",2020-09-20,"Crane,Crockett,Upton",231901,516,460,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,2,1
"Rankin ISD",2020-09-20,"Crane,Crockett,Ector,Midland,Reagan,Upton",231902,295,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knippa ISD",2020-09-20,"Uvalde",232901,460,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabinal ISD",2020-09-20,"Frio,Medina,Uvalde,Zavala",232902,399,334,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Uvalde Cisd",2020-09-20,"Frio,Kinney,Maverick,Medina,Real,Uvalde,Zavala",232903,4065,2426,NA,NA,NA,NA,NA,NA,NA,0,1,9,3,0,3,10
"Utopia ISD",2020-09-20,"Bandera,Kerr,Medina,Real,Uvalde",232904,209,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Felipe-Del Rio Cisd",2020-09-20,"Edwards,Kinney,Sutton,Val Verde",233901,9850,2617,1,4,3,1,1,8,0,2,8,8,6,1,23,0
"Comstock ISD",2020-09-20,"Crockett,Sutton,Terrell,Val Verde",233903,229,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranch Academy",2020-09-20,"Van Zandt",234801,52,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canton ISD",2020-09-20,"Henderson,Kaufman,Van Zandt",234902,2185,1969,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,0,6
"Edgewood ISD",2020-09-20,"Rains,Van Zandt",234903,953,915,NA,NA,NA,NA,NA,NA,NA,0,0,0,11,0,8,3
"Grand Saline ISD",2020-09-20,"Rains,Smith,Van Zandt,Wood",234904,1129,992,0,0,2,1,0,0,3,0,2,11,10,1,7,15
"Martins Mill ISD",2020-09-20,"Henderson,Van Zandt",234905,464,400,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Van ISD",2020-09-20,"Henderson,Smith,Van Zandt,Wood",234906,2378,1938,0,0,7,1,0,0,8,0,0,9,5,0,0,14
"Wills Point ISD",2020-09-20,"Hunt,Kaufman,Rains,Van Zandt",234907,2496,2184,2,0,0,1,0,0,3,2,0,11,5,0,0,18
"Fruitvale ISD",2020-09-20,"Rains,Van Zandt",234909,423,358,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0
"Bloomington ISD",2020-09-20,"Calhoun,Jackson,Victoria",235901,767,458,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,0,3,4
"Victoria ISD",2020-09-20,"DeWitt,Goliad,Jackson,Lavaca,Refugio,Victoria",235902,13399,9019,1,3,1,2,0,7,0,7,8,20,15,0,39,11
"Nursery ISD",2020-09-20,"DeWitt,Victoria",235904,145,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raven School",2020-09-20,"Walker",236801,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sam Houston State
University Charter School",2020-09-20,"Walker",236802,398,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Waverly ISD",2020-09-20,"Montgomery,San Jacinto,Walker",236901,1035,754,NA,NA,NA,NA,NA,NA,NA,1,1,19,6,0,5,22
"Huntsville ISD",2020-09-20,"Grimes,Houston,Madison,Montgomery,San Jacinto,Trinity,Walker",236902,8997,3574,1,0,0,1,0,1,1,3,3,22,29,5,30,22
"Windham School District",2020-09-20,"Walker",236903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hempstead ISD",2020-09-20,"Austin,Grimes,Waller,Washington",237902,1500,836,NA,NA,NA,NA,NA,NA,NA,0,0,10,13,2,12,9
"Waller ISD",2020-09-20,"Grimes,Harris,Montgomery,Waller",237904,7757,5216,0,1,7,3,0,8,3,5,5,28,40,0,29,49
"Royal ISD",2020-09-20,"Austin,Fort Bend,Harris,Waller",237905,2453,1153,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,2,1
"Monahans-Wickett-Pyote
ISD",2020-09-20,"Crane,Ector,Loving,Reeves,Ward,Winkler",238902,2364,2142,NA,NA,NA,NA,NA,NA,NA,0,2,2,12,4,9,3
"Grandfalls-Royalty ISD",2020-09-20,"Crane,Pecos,Reeves,Ward",238904,168,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brenham ISD",2020-09-20,"Austin,Brazos,Burleson,Grimes,Waller,Washington",239901,4918,3998,0,1,0,1,0,1,1,0,2,1,4,0,2,5
"Burton ISD",2020-09-20,"Austin,Burleson,Fayette,Lee,Washington",239903,486,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas A&M International
University ISD",2020-09-20,"Webb",240503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumph Public High
Schools-Laredo",2020-09-20,"Webb",240801,225,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laredo ISD",2020-09-20,"Webb",240901,22101,808,3,0,5,5,0,2,11,3,1,5,31,0,29,11
"United ISD",2020-09-20,"Dimmit,Duval,La Salle,Maverick,McMullen,Webb,Zapata",240903,41982,936,2,0,2,5,0,6,3,5,0,7,65,2,47,28
"Webb Cisd",2020-09-20,"Duval,Jim Hogg,Webb,Zapata",240904,267,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boling ISD",2020-09-20,"Brazoria,Fort Bend,Matagorda,Wharton",241901,1105,932,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,4,0
"East Bernard ISD",2020-09-20,"Austin,Colorado,Fort Bend,Wharton",241902,931,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Campo ISD",2020-09-20,"Colorado,Jackson,Matagorda,Wharton",241903,3629,2517,0,1,1,0,0,1,1,3,9,13,6,0,14,17
"Wharton ISD",2020-09-20,"Matagorda,Wharton",241904,1885,1341,0,0,0,1,0,1,0,0,0,0,13,7,5,1
"Louise ISD",2020-09-20,"Jackson,Matagorda,Wharton",241906,487,487,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Shamrock ISD",2020-09-20,"Collingsworth,Wheeler",242902,366,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wheeler ISD",2020-09-20,"Gray,Wheeler",242903,421,342,0,1,0,2,0,0,3,0,1,1,3,0,0,5
"Kelton ISD",2020-09-20,"Wheeler",242905,113,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Elliott Cisd",2020-09-20,"Gray,Hemphill,Roberts,Wheeler",242906,148,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burkburnett ISD",2020-09-20,"Clay,Wichita",243901,3167,2618,0,1,10,1,0,8,4,0,3,14,3,0,13,7
"Electra ISD",2020-09-20,"Archer,Wichita,Wilbarger",243902,438,404,0,0,1,1,0,1,1,2,0,1,2,0,2,3
"Iowa Park Cisd",2020-09-20,"Archer,Baylor,Wichita",243903,1919,1691,0,1,2,1,0,1,3,3,6,18,5,0,18,14
"Wichita Falls ISD",2020-09-20,"Archer,Clay,Wichita",243905,13545,9827,10,2,13,9,1,25,8,32,12,64,50,15,125,18
"City View ISD",2020-09-20,"Wichita",243906,1051,867,0,1,0,0,0,0,1,1,1,1,1,0,2,2
"Harrold ISD",2020-09-20,"Archer,Baylor,Wichita,Wilbarger",244901,103,103,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Vernon ISD",2020-09-20,"Baylor,Foard,Hardeman,Wilbarger",244903,1926,1695,NA,NA,NA,NA,NA,NA,NA,3,10,5,10,1,21,6
"Northside ISD",2020-09-20,"Wilbarger",244905,243,239,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,0,5,0
"Lasara ISD",2020-09-20,"Hidalgo,Willacy",245901,305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lyford Cisd",2020-09-20,"Cameron,Hidalgo,Willacy",245902,1362,428,1,0,0,0,0,0,1,1,0,1,1,0,0,3
"Raymondville ISD",2020-09-20,"Hidalgo,Kenedy,Willacy",245903,2085,465,1,0,2,2,0,0,5,1,0,3,14,0,0,18
"San Perlita ISD",2020-09-20,"Kenedy,Willacy",245904,225,61,4,1,3,3,0,3,8,4,1,3,3,0,3,8
"Meridian World School Llc",2020-09-20,"Williamson",246801,1697,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwater Montessori
School",2020-09-20,"Williamson",246802,345,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florence ISD",2020-09-20,"Bell,Burnet,Williamson",246902,1074,883,0,0,1,1,0,2,0,1,0,3,3,0,6,1
"Georgetown ISD",2020-09-20,"Williamson",246904,11842,6594,1,1,7,4,0,5,8,8,4,23,26,13,38,10
"Granger ISD",2020-09-20,"Milam,Williamson",246905,448,340,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,0,1
"Hutto ISD",2020-09-20,"Travis,Williamson",246906,5970,3755,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,0,6,0
"Jarrell ISD",2020-09-20,"Bell,Williamson",246907,2293,917,0,0,1,0,0,0,1,0,1,4,0,0,3,2
"Liberty Hill ISD",2020-09-20,"Burnet,Travis,Williamson",246908,5071,3201,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,0,4
"Round Rock ISD",2020-09-20,"Travis,Williamson",246909,48261,11006,5,3,5,1,0,1,13,11,6,33,15,0,13,52
"Taylor ISD",2020-09-20,"Travis,Williamson",246911,2940,1670,0,0,2,3,0,1,4,0,0,6,4,0,1,9
"Thrall ISD",2020-09-20,"Lee,Milam,Williamson",246912,773,372,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,1,2,2
"Leander ISD",2020-09-20,"Burnet,Travis,Williamson",246913,39970,17604,NA,NA,NA,NA,NA,NA,NA,1,2,8,8,0,0,19
"Coupland ISD",2020-09-20,"Bastrop,Lee,Travis,Williamson",246914,173,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Floresville ISD",2020-09-20,"Atascosa,Bexar,Wilson",247901,3988,2068,1,0,1,1,0,2,1,2,0,1,8,0,6,5
"La Vernia ISD",2020-09-20,"Bexar,Guadalupe,Wilson",247903,3322,2692,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Poth ISD",2020-09-20,"Atascosa,Karnes,Wilson",247904,841,779,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Stockdale ISD",2020-09-20,"Guadalupe,Karnes,Wilson",247906,778,623,0,0,0,1,0,1,0,1,1,4,1,0,5,2
"Kermit ISD",2020-09-20,"Andrews,Ector,Winkler",248901,1265,930,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Wink-Loving ISD",2020-09-20,"Ector,Loving,Reeves,Ward,Winkler",248902,408,391,0,0,0,4,0,1,3,0,1,2,4,0,3,4
"Alvord ISD",2020-09-20,"Montague,Wise",249901,720,678,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,2,1
"Boyd ISD",2020-09-20,"Wise",249902,1268,1132,0,1,1,0,0,0,2,0,1,9,4,0,0,14
"Bridgeport ISD",2020-09-20,"Jack,Wise",249903,2172,1655,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,2,1
"Chico ISD",2020-09-20,"Jack,Montague,Wise",249904,590,531,1,0,0,0,0,1,0,1,0,2,0,0,3,0
"Decatur ISD",2020-09-20,"Denton,Wise",249905,3421,3065,NA,NA,NA,NA,NA,NA,NA,3,0,4,1,0,8,0
"Paradise ISD",2020-09-20,"Wise",249906,1218,1168,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,1,1
"Slidell ISD",2020-09-20,"Cooke,Denton,Montague,Wise",249908,337,309,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Hawkins ISD",2020-09-20,"Smith,Wood",250902,658,576,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Mineola ISD",2020-09-20,"Smith,Wood",250903,1589,1400,0,0,2,0,0,2,0,1,2,4,3,1,8,1
"Quitman ISD",2020-09-20,"Hopkins,Wood",250904,1157,1001,0,2,0,0,0,2,0,0,2,3,3,0,5,3
"Yantis ISD",2020-09-20,"Hopkins,Rains,Wood",250905,367,325,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,3,0
"Alba-Golden ISD",2020-09-20,"Rains,Smith,Van Zandt,Wood",250906,824,668,NA,NA,NA,NA,NA,NA,NA,1,0,4,2,0,1,6
"Winnsboro ISD",2020-09-20,"Camp,Franklin,Hopkins,Wood",250907,1487,1273,3,1,0,0,0,4,0,5,5,8,8,0,7,19
"Denver City ISD",2020-09-20,"Gaines,Terry,Yoakum",251901,1616,1446,NA,NA,NA,NA,NA,NA,NA,3,3,18,6,5,23,2
"Plains ISD",2020-09-20,"Cochran,Hockley,Terry,Yoakum",251902,435,409,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,0,0,4
"Graham ISD",2020-09-20,"Archer,Jack,Palo Pinto,Stephens,Throckmorton,Young",252901,2297,2038,0,0,5,3,0,0,8,2,2,56,14,0,1,73
"Newcastle ISD",2020-09-20,"Throckmorton,Young",252902,212,208,0,0,0,1,0,1,0,0,0,1,1,0,2,0
"Olney ISD",2020-09-20,"Archer,Baylor,Throckmorton,Young",252903,690,599,1,0,5,2,1,3,4,1,0,10,9,1,6,13
"Zapata County ISD",2020-09-20,"Jim Hogg,Starr,Webb,Zapata",253901,3484,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal City ISD",2020-09-20,"Dimmit,Frio,Maverick,Zavala",254901,1747,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Pryor ISD",2020-09-20,"Kinney,Maverick,Uvalde,Zavala",254902,515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
